data
247
16
15
17
16
17
16
16
16
16
16
13
16
15
16
16
16
16
16
16
16
16
15
15
16
17
17
14
15
14
16
16
13
14
15
15
16
16
12
13
16
15
16
17
17
16
16
16
16
16
17
16
14
16
16
16
16
16
15
17
16
16
15
15
16
16
16
16
16
16
14
16
16
16
16
16
16
15
13
16
14
15
16
16
16
15
15
15
15
16
17
13
15
16
16
13
16
16
14
16
15
16
15
16
17
16
14
16
16
17
16
16
16
16
16
16
16
16
15
16
16
15
13
15
15
16
17
17
17
16
16
16
16
16
16
16
16
16
16
16
16
16
15
17
16
12
17
15
16
16
16
16
16
16
16
16
16
16
16
17
16
16
16
16
17
16
16
16
12
16
14
15
15
16
15
15
16
15
16
17
16
16
16
15
16
16
16
15
16
15
12
17
14
16
16
16
17
13
16
17
15
16
17
15
17
16
16
15
17
17
14
16
16
15
16
15
15
15
16
16
16
16
16
15
16
16
15
15
16
16
16
14
16
17
16
17
15
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
17
17
16
16
16
15
16
16
17
16
16
16
16
16
16
16
14
16
15
13
16
15
16
15
16
15
17
14
16
17
16
16
17
16
17
17
16
17
16
15
16
16
16
14
16
16
14
15
14
15
16
17
17
14
16
16
16
17
16
16
14
16
16
14
16
16
16
16
16
16
16
16
16
17
16
15
16
15
16
16
16
16
15
16
15
16
15
16
16
17
16
16
16
14
16
14
16
16
16
16
16
16
16
16
16
14
17
15
16
16
17
17
16
16
17
15
16
16
15
13
16
16
15
16
16
16
16
17
16
16
16
16
16
16
16
16
16
16
16
16
17
17
16
16
16
13
16
16
15
15
17
16
16
16
13
15
16
15
16
16
14
16
16
16
16
16
16
16
16
13
17
16
15
15
16
13
16
17
16
16
15
14
16
17
17
16
16
16
16
17
16
17
16
16
13
12
14
15
17
16
16
15
16
13
13
12
16
16
16
16
16
16
16
16
16
15
16
15
16
14
16
16
14
16
16
17
16
16
17
15
16
16
16
16
15
15
16
15
16
17
17
16
15
16
16
16
16
15
16
13
15
14
14
15
16
16
16
16
16
15
16
15
16
16
15
15
16
16
16
15
16
16
14
16
16
16
16
15
16
16
16
16
17
15
14
15
15
16
16
15
15
15
16
15
15
14
16
16
15
16
17
15
16
17
16
17
15
16
15
16
15
16
15
15
16
16
15
16
15
14
16
16
16
15
16
16
16
15
17
17
15
14
16
16
16
15
15
15
16
16
13
15
14
16
15
15
15
15
15
16
16
16
16
16
15
16
16
16
16
16
14
16
16
17
14
15
16
17
16
16
17
16
16
13
16
15
15
13
14
16
15
15
16
13
16
15
16
15
16
15
16
13
16
16
17
16
15
16
16
16
16
16
16
16
16
15
17
17
15
16
16
16
16
14
16
14
16
16
17
16
15
15
13
15
17
16
16
16
16
17
16
17
15
12
15
15
14
15
16
17
17
14
16
16
16
16
16
15
14
16
14
16
15
13
16
16
15
16
16
16
16
16
16
16
16
13
17
17
16
15
15
17
14
17
16
17
16
16
17
14
15
17
15
15
16
17
15
13
16
16
16
15
17
16
16
16
16
16
16
16
14
17
17
16
16
16
16
16
15
15
15
16
16
17
16
12
17
14
16
16
14
16
16
14
16
16
15
16
13
16
15
16
16
16
15
16
17
16
16
16
16
16
16
16
14
16
15
16
16
15
17
15
16
15
15
16
16
16
17
16
15
16
16
16
16
16
16
16
16
16
15
16
15
15
16
15
17
15
14
16
17
16
17
12
13
17
14
17
12
15
15
14
15
14
15
16
17
15
16
17
16
16
17
14
16
16
16
17
16
16
15
14
15
17
15
16
14
16
16
16
17
16
16
16
17
16
16
15
16
16
16
13
14
16
17
17
15
16
16
16
16
16
16
15
17
17
16
16
16
17
13
16
16
16
16
16
16
15
16
16
16
16
15
16
14
16
16
15
16
16
15
16
15
15
17
16
16
15
16
16
17
16
15
17
15
16
16
16
13
15
17
16
16
14
16
14
16
14
17
15
16
15
16
16
15
16
16
17
17
16
16
16
16
15
16
14
16
17
16
13
14
16
15
16
16
16
17
16
16
16
16
16
17
16
17
16
17
15
16
16
11
16
16
16
16
15
16
16
15
16
16
16
15
16
15
16
15
15
16
16
17
16
16
17
16
16
16
16
16
16
14
16
16
16
17
16
16
16
13
15
16
16
16
16
16
16
16
15
16
16
16
16
15
16
16
14
16
14
16
14
16
15
16
16
13
16
15
16
16
17
15
17
16
16
16
15
16
16
16
16
16
16
15
16
16
13
16
17
16
16
15
16
16
15
16
16
16
16
16
15
14
16
16
15
17
16
16
16
17
15
16
16
16
17
16
15
16
17
15
16
15
16
16
15
16
17
14
16
13
15
16
16
16
17
15
16
17
16
17
14
14
16
15
17
17
16
15
13
16
17
16
16
16
16
15
13
16
16
16
16
16
17
16
17
16
16
15
14
16
16
17
15
17
16
15
16
16
16
16
16
15
13
13
17
16
16
16
15
16
16
16
16
13
17
16
16
16
17
16
16
16
16
16
16
16
16
16
16
16
15
16
15
17
16
16
16
15
16
15
15
12
14
16
16
16
16
16
15
16
13
16
16
16
17
14
16
16
15
16
15
15
16
14
16
15
16
16
16
12
15
15
15
15
17
15
15
16
15
15
16
15
15
16
14
16
16
16
16
16
16
16
16
16
16
16
16
15
15
17
16
16
16
16
17
14
17
16
16
16
16
17
17
15
16
16
15
16
16
15
16
17
16
16
15
16
13
16
16
16
16
16
15
16
16
16
16
13
17
15
14
17
16
16
15
17
14
16
15
15
16
17
16
15
16
16
12
16
16
16
16
11
16
15
16
16
16
15
16
16
15
17
16
15
16
17
16
13
16
17
15
17
16
14
17
15
16
16
16
15
16
15
15
14
15
16
16
15
15
16
15
16
16
16
15
16
16
15
15
16
14
15
15
16
