data
0
 448
 -10
 -84
 -78
 22
 -42
 2
 1
 11
 -3
 1
 -9
 18
 6
 0
 -12
 90
 -13
 -85
 4
 -4
 1
 4
 -1
 222
 -197
 -25
 -15
 2
 15
 6
 -11
 -2
 64
 -61
 -10
 26
 8
 -15
 -18
 10
 -1
 33
 13
 -47
 0
 15
 -11
 109
 -111
 38
 -36
 -26
 16
 20
 -1
 9
 -18
 11
 -17
 118
 -113
 -6
 -18
 -7
 22
 5
 -3
 30
 -25
 13
 0
 44
 -55
 -16
 4
 26
 -12
 11
 11
 1
 -20
 112
 -122
 0
 44
 63
 -39
 -71
 -2
 8
 5
 -3
 -2
 -5
 3
 -4
 17
 54
 -75
 24
 5
 -10
 8
 -7
 8
 11
 -22
 -4
 48
 -45
 70
 -112
 25
 15
 19
 2
 -8
 12
 159
 -178
 -7
 10
 -13
 -32
 16
 13
 -2
 1
 27
 -2
 -15
 -9
 7
 23
 -29
 3
 17
 -9
 -23
 30
 55
 -68
 0
 15
 -17
 -5
 18
 -12
 0
 25
 -12
 -6
 0
 101
 -97
 5
 -9
 -17
 3
 4
 4
 49
 -63
 -2
 11
 -3
 0
 8
 5
 -12
 0
 4
 -3
 28
 -31
 120
 -113
 -3
 199
 -74
 28
 -149
 -7
 -18
 3
 11
 -3
 3
 15
 -5
 1
 77
 -71
 -7
 21
 3
 -10
 -21
 4
 72
 -71
 0
 -2
 265
 -173
 -93
 3
 3
 11
 -25
 8
 -16
 124
 -86
 1
 -14
 23
 49
 -78
 -3
 2
 117
 75
 -191
 28
 32
 -69
 10
 2
 17
 120
 -163
 4
 7
 15
 -11
 15
 11
 295
 -310
 -3
 136
 -146
 11
 3
 85
 -54
 115
 -87
 -63
 4
 -1
 -8
 7
 642
 -620
 -9
 -7
 -18
 21
 2
 8
 -14
 26
 -33
 -18
 18
 -2
 4
 13
 -12
 84
 -81
 6
 5
 -10
 0
 -5
 15
 -11
 -1
 -4
 21
 -19
 -1
 1
 8
 -8
 21
 -9
 2
 -44
 17
 10
 21
 0
 4
 -28
 14
 -6
 -7
 2
 0
 72
 -56
 7
 -27
 -18
 39
 -10
 -7
 -1
 5
 -2
 -3
 17
 -21
 -1
 17
 89
 -13
 -68
 -2
 7
 -11
 78
 -59
 150
 -168
 -15
 -1
 -10
 11
 6
 7
 -3
 9
 112
 -134
 3
 25
 -17
 125
 -131
 4
 19
 -3
 -5
 7
 -17
 -2
 -31
 161
 -143
 69
 -44
 -3
 -4
 1
 1
 -8
 -1
 -19
 59
 -39
 1
 -1
 -3
 2
 21
 -10
 -11
 19
 4
 -16
 -19
 319
 -269
 -11
 -20
 8
 12
 -3
 -17
 -12
 18
 -3
 112
 -93
 -9
 -1
 -5
 -30
 6
 5
 -12
 75
 -57
 17
 -21
 17
 -7
 1
 10
 -11
 1
 3
 -5
 -4
 -7
 22
 -46
 38
 10
 -15
 -11
 7
 15
 -5
 -30
 33
 -7
 -13
 -6
 8
 0
 -1
 5
 1
 -6
 22
 11
 1
 -25
 15
 9
 -13
 -21
 21
 -6
 40
 -53
 15
 255
 -240
 -19
 -18
 12
 21
 -17
 12
 19
 -28
 -14
 5
 5
 14
 -31
 18
 23
 -16
 -18
 12
 -7
 4
 36
 -13
 -13
 9
 -18
 -5
 -6
 -15
 18
 20
 12
 -10
 -1
 -14
 19
 0
 131
 -142
 70
 -57
 54
 -47
 -10
 -7
 -4
 -1
 -24
 7
 1
 4
 5
 1
 1
 13
 -10
 -8
 -9
 88
 113
 -179
 -21
 -7
 29
 8
 1
 5
