data
236
869
875
111
107
109
58
57
57
59
52
50
97
57
57
59
57
56
56
57
54
57
57
57
54
57
57
56
56
61
65
64
65
63
63
65
63
61
61
62
63
64
64
65
62
61
59
61
58
56
66
62
61
65
62
63
60
59
60
58
59
59
56
60
63
61
57
67
64
65
65
62
60
66
60
59
64
63
63
64
65
63
64
65
63
62
64
63
64
67
56
53
56
59
54
54
54
55
56
59
64
61
61
59
61
57
57
63
63
58
55
59
57
55
58
58
57
55
57
65
65
65
63
63
62
60
61
60
62
65
63
59
61
63
67
63
65
63
63
64
66
63
61
64
62
66
61
62
62
63
62
66
61
62
63
65
63
61
60
62
63
61
63
56
61
57
56
57
56
62
61
57
65
65
65
63
62
60
62
62
62
61
62
64
63
61
58
57
65
64
64
63
63
66
64
64
60
61
61
62
62
60
59
60
60
57
60
55
65
62
61
61
61
61
65
64
62
62
58
57
58
56
56
65
56
60
56
56
63
63
58
57
61
57
56
58
87
63
65
63
62
64
64
65
62
65
61
66
66
67
59
55
54
54
54
56
53
55
54
50
61
65
61
61
60
63
62
62
59
59
59
59
58
66
64
65
62
63
64
64
66
58
56
56
58
56
57
57
57
56
58
57
55
57
56
58
57
56
58
58
62
66
64
61
61
62
61
61
62
60
58
62
62
58
56
58
59
57
58
58
57
57
55
56
55
55
66
64
61
62
65
63
66
65
65
64
67
64
65
66
67
58
56
58
56
57
59
56
57
57
56
58
56
56
57
56
55
55
54
54
55
62
60
62
67
61
64
61
62
57
57
59
56
56
62
60
60
56
59
56
65
65
62
66
66
65
67
64
63
64
67
60
57
57
57
56
59
56
55
56
62
64
61
66
63
64
65
64
62
60
63
59
58
58
62
62
60
67
68
60
64
59
58
59
55
55
62
63
61
56
58
66
64
60
63
62
61
65
62
57
57
60
58
56
56
58
55
59
62
62
58
64
65
65
66
64
61
63
62
62
62
62
59
63
59
57
55
57
57
63
62
57
57
59
55
56
57
58
57
55
58
58
59
58
65
61
61
64
61
61
58
57
59
57
56
59
55
58
60
64
65
64
64
63
65
64
63
65
65
63
65
67
59
53
53
54
52
55
53
51
53
57
63
62
57
62
63
58
59
60
55
59
56
55
57
56
66
65
66
63
61
66
65
68
68
64
63
64
64
65
64
66
58
57
57
57
57
55
59
56
57
60
67
65
66
62
61
61
64
58
57
58
62
60
66
61
62
61
63
58
56
59
59
61
57
57
63
59
65
64
64
64
64
61
63
65
64
64
67
66
65
64
67
58
58
57
56
57
58
58
57
57
60
65
66
65
65
63
63
62
62
59
62
58
57
56
63
65
60
63
61
60
58
60
58
55
58
57
56
63
56
62
66
65
65
65
64
64
63
65
65
65
67
57
54
57
55
57
56
57
57
57
60
66
64
62
64
65
64
65
62
64
66
58
56
50
49
57
50
59
53
53
58
63
59
56
59
55
57
58
55
62
63
64
58
68
65
61
62
62
62
60
58
62
60
56
55
57
55
59
56
56
58
65
64
64
66
63
60
64
63
60
62
62
61
58
55
59
58
56
58
56
67
62
61
65
63
61
60
59
60
59
57
56
55
61
60
67
62
61
64
63
62
59
57
59
57
55
57
55
66
66
63
66
63
63
65
65
64
64
66
64
67
59
57
55
55
53
55
53
56
55
51
55
68
63
60
61
61
62
60
56
59
59
55
59
56
62
64
60
65
64
62
62
61
62
59
64
62
58
58
58
56
59
57
55
55
65
66
66
66
65
63
66
61
62
61
65
62
61
61
62
63
62
61
61
59
67
62
62
62
63
66
63
64
64
65
67
63
64
63
65
67
68
57
57
57
55
56
57
57
56
57
60
64
65
64
64
64
63
63
65
63
68
58
56
57
57
56
58
55
57
54
61
63
60
63
62
60
64
64
68
64
67
59
56
57
57
57
57
57
58
56
60
66
65
64
64
64
65
63
66
65
66
59
58
56
55
58
56
57
59
58
60
67
66
64
64
64
65
65
65
64
66
58
55
54
54
54
53
53
55
59
61
66
66
64
64
63
63
64
64
66
66
58
57
55
57
56
56
56
56
58
56
62
67
63
64
64
65
64
66
64
64
69
59
57
56
57
56
55
56
60
58
60
65
62
61
60
61
61
60
63
62
66
66
64
64
63
64
64
65
66
65
69
58
58
57
58
56
56
55
59
58
60
59
57
57
56
57
56
56
58
60
60
66
64
63
62
64
65
63
62
65
68
59
57
55
55
53
54
54
54
58
59
67
65
66
65
65
65
63
65
68
68
61
57
57
58
55
55
56
57
58
58
54
57
57
56
55
57
56
56
59
62
65
64
64
62
64
62
63
64
66
69
58
57
53
57
